U.S. Percent Utilization of Refinery Operable Capacity Weekly
https://www.eia.gov/opendata/qb.php?sdid=PET.WPULEUS3.W
23:57:32 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Week of,Series ID: PET.WPULEUS3.W Percent
05/26/1995,95.8
05/19/1995,93.9
05/12/1995,91.8
05/5/1995,91.3
04/28/1995,92.8
04/21/1995,93.6
04/14/1995,89.5
04/7/1995,89.1
03/31/1995,88.3
03/24/1995,89.1
03/17/1995,89.2
03/10/1995,91
03/3/1995,90.8
02/24/1995,89.2
02/17/1995,90.2
02/10/1995,89.3
02/3/1995,89.5
01/27/1995,88.8
01/20/1995,90.4
01/13/1995,92.7
01/6/1995,95.3
12/30/1994,93.9
12/23/1994,92.8
12/16/1994,92.9
12/9/1994,91.8
12/2/1994,95
11/25/1994,95.3
11/18/1994,92.8
11/11/1994,90
11/4/1994,90.2
10/28/1994,86.8
10/21/1994,89.6
10/14/1994,90.4
10/7/1994,92.2
09/30/1994,93.8
09/23/1994,94
09/16/1994,94.4
09/9/1994,96.8
09/2/1994,95.9
08/26/1994,96.5
08/19/1994,96.1
08/12/1994,96.5
08/5/1994,95.7
07/29/1994,94.7
07/22/1994,95.1
07/15/1994,96
07/8/1994,94.8
07/1/1994,96.2
06/24/1994,97.2
06/17/1994,95.7
06/10/1994,97.2
06/3/1994,95.8
05/27/1994,96.3
05/20/1994,94.8
05/13/1994,97.3
05/6/1994,96.6
04/29/1994,95.8
04/22/1994,95.6
04/15/1994,92.2
04/8/1994,88.7
04/1/1994,87.5
03/25/1994,86
03/18/1994,87
03/11/1994,87.5
03/4/1994,85.7
02/25/1994,87.3
02/18/1994,89.6
02/11/1994,89.5
02/4/1994,88.2
01/28/1994,87.3
01/21/1994,89.7
01/14/1994,90.9
01/7/1994,89.9
12/31/1993,92.7
12/24/1993,90
12/17/1993,91.6
12/10/1993,92.1
12/3/1993,92.6
11/26/1993,91.4
11/19/1993,91.9
11/12/1993,91.7
11/5/1993,91.8
10/29/1993,91.7
10/22/1993,91.1
10/15/1993,92.2
10/8/1993,92.5
10/1/1993,92.8
09/24/1993,92.7
09/17/1993,92.6
09/10/1993,92.3
09/3/1993,92.3
08/27/1993,93.6
08/20/1993,93.6
08/13/1993,94.1
08/6/1993,95.1
07/30/1993,94.5
07/23/1993,95.5
07/16/1993,95.5
07/9/1993,96
07/2/1993,96
06/25/1993,95
06/18/1993,95
06/11/1993,94
06/4/1993,94
05/28/1993,94
05/21/1993,92
05/14/1993,91
05/7/1993,92
04/30/1993,93
04/23/1993,92
04/16/1993,90
04/9/1993,87
04/2/1993,90
03/26/1993,87
03/19/1993,88
03/12/1993,86
03/5/1993,85
02/26/1993,85
02/19/1993,87
02/12/1993,87
02/5/1993,85
01/29/1993,87
01/22/1993,87
01/15/1993,86
01/8/1993,87
01/1/1993,88
12/25/1992,87
12/18/1992,88
12/11/1992,87
12/4/1992,90
11/27/1992,90
11/20/1992,89
11/13/1992,90
11/6/1992,90
10/30/1992,90
10/23/1992,90
10/16/1992,88
10/9/1992,88
10/2/1992,90
09/25/1992,89
09/18/1992,89
09/11/1992,90
09/4/1992,85
08/28/1992,86
08/21/1992,89
08/14/1992,89
08/7/1992,90
07/31/1992,89
07/24/1992,90
07/17/1992,91
07/10/1992,91
07/3/1992,91
06/26/1992,92
06/19/1992,90
06/12/1992,89
06/5/1992,89
05/29/1992,89
05/22/1992,87
05/15/1992,87
05/8/1992,84
05/1/1992,85
04/24/1992,85
04/17/1992,86
04/10/1992,86
04/3/1992,87
03/27/1992,85
03/20/1992,84
03/13/1992,82
03/6/1992,79
02/28/1992,79
02/21/1992,80
02/14/1992,80
02/7/1992,82
01/31/1992,80
01/24/1992,81
01/17/1992,84
01/10/1992,86
01/3/1992,85
12/27/1991,87
12/20/1991,87
12/13/1991,86
12/6/1991,83
11/29/1991,84
11/22/1991,86
11/15/1991,82
11/8/1991,81
11/1/1991,82
10/25/1991,82
10/18/1991,83
10/11/1991,86
10/4/1991,87
09/27/1991,87
09/20/1991,89
09/13/1991,89
09/6/1991,91
08/30/1991,90
08/23/1991,89
08/16/1991,88
08/9/1991,88
08/2/1991,88
07/26/1991,89
07/19/1991,89
07/12/1991,86
07/5/1991,88
06/28/1991,89
06/21/1991,90
06/14/1991,90
06/7/1991,88
05/31/1991,90
05/24/1991,87
05/17/1991,86
05/10/1991,87
05/3/1991,86.6
04/26/1991,85
04/19/1991,84
04/12/1991,83
04/5/1991,83
03/29/1991,81
03/22/1991,82
03/15/1991,83
03/8/1991,84
03/1/1991,85
02/22/1991,85
02/15/1991,84
02/8/1991,84
02/1/1991,83
01/25/1991,83
01/18/1991,82
01/11/1991,80
01/4/1991,80
12/28/1990,84
12/21/1990,84
12/14/1990,83
12/7/1990,82
11/30/1990,89
11/23/1990,84
11/16/1990,84
11/9/1990,83
11/2/1990,84
